run,type,module,name,attrname,attrvalue,value
General-8-20210826-18:26:06-19260,runattr,,,replication,#8,
General-8-20210826-18:26:06-19260,runattr,,,resultdir,results,
General-8-20210826-18:26:06-19260,runattr,,,runnumber,8,
General-8-20210826-18:26:06-19260,runattr,,,seedset,8,
General-8-20210826-18:26:06-19260,itervar,,,xValues,180000,
General-8-20210826-18:26:06-19260,param,,,*.numHosts,2,
General-8-20210826-18:26:06-19260,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-8-20210826-18:26:06-19260,param,,,*.host[*].numApps,1,
General-8-20210826-18:26:06-19260,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-8-20210826-18:26:06-19260,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-8-20210826-18:26:06-19260,param,,,*.host[0].app[0].destPort,5000,
General-8-20210826-18:26:06-19260,param,,,*.host[0].app[0].messageLength,100B,
General-8-20210826-18:26:06-19260,param,,,*.host[0].app[0].sendInterval,1s,
General-8-20210826-18:26:06-19260,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-8-20210826-18:26:06-19260,param,,,*.host[0].app[0].startTime,0s,
General-8-20210826-18:26:06-19260,param,,,*.host[0].app[0].stopTime,10000s,
General-8-20210826-18:26:06-19260,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-8-20210826-18:26:06-19260,param,,,*.host[1].app[0].localPort,5000,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].mac.useAck,false,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-8-20210826-18:26:06-19260,param,,,*.host[*].**.bitrate,10 Mbps,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-8-20210826-18:26:06-19260,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-8-20210826-18:26:06-19260,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-8-20210826-18:26:06-19260,param,,,*.host[*].mobility.initFromDisplayString,false,
General-8-20210826-18:26:06-19260,param,,,*.host[0].mobility.initialX,180000m,
General-8-20210826-18:26:06-19260,param,,,*.host[0].mobility.initialY,0m,
General-8-20210826-18:26:06-19260,param,,,*.host[0].mobility.initialZ,30000m,
General-8-20210826-18:26:06-19260,param,,,*.host[1].mobility.initialX,0m,
General-8-20210826-18:26:06-19260,param,,,*.host[1].mobility.initialY,0m,
General-8-20210826-18:26:06-19260,param,,,*.host[1].mobility.initialZ,30000m,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-8-20210826-18:26:06-19260,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-8-20210826-18:26:06-19260,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-9-20210826-18:26:06-11332,runattr,,,configname,General,
General-9-20210826-18:26:06-11332,runattr,,,datetime,20210826-18:26:06,
General-9-20210826-18:26:06-11332,runattr,,,experiment,General,
General-9-20210826-18:26:06-11332,runattr,,,inifile,omnetpp.ini,
General-9-20210826-18:26:06-11332,runattr,,,iterationvars,$xValues=180000,
General-9-20210826-18:26:06-11332,runattr,,,iterationvarsf,xValues=180000-,
General-9-20210826-18:26:06-11332,runattr,,,measurement,$xValues=180000,
General-9-20210826-18:26:06-11332,runattr,,,network,traceBasedRadioModel,
General-9-20210826-18:26:06-11332,runattr,,,processid,11332,
General-9-20210826-18:26:06-11332,runattr,,,repetition,9,
General-9-20210826-18:26:06-11332,runattr,,,replication,#9,
General-9-20210826-18:26:06-11332,runattr,,,resultdir,results,
General-9-20210826-18:26:06-11332,runattr,,,runnumber,9,
General-9-20210826-18:26:06-11332,runattr,,,seedset,9,
General-9-20210826-18:26:06-11332,itervar,,,xValues,180000,
General-9-20210826-18:26:06-11332,param,,,*.numHosts,2,
General-9-20210826-18:26:06-11332,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-9-20210826-18:26:06-11332,param,,,*.host[*].numApps,1,
General-9-20210826-18:26:06-11332,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-9-20210826-18:26:06-11332,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-9-20210826-18:26:06-11332,param,,,*.host[0].app[0].destPort,5000,
General-9-20210826-18:26:06-11332,param,,,*.host[0].app[0].messageLength,100B,
General-9-20210826-18:26:06-11332,param,,,*.host[0].app[0].sendInterval,1s,
General-9-20210826-18:26:06-11332,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-9-20210826-18:26:06-11332,param,,,*.host[0].app[0].startTime,0s,
General-9-20210826-18:26:06-11332,param,,,*.host[0].app[0].stopTime,10000s,
General-9-20210826-18:26:06-11332,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-9-20210826-18:26:06-11332,param,,,*.host[1].app[0].localPort,5000,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].mac.useAck,false,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-9-20210826-18:26:06-11332,param,,,*.host[*].**.bitrate,10 Mbps,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-9-20210826-18:26:06-11332,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-9-20210826-18:26:06-11332,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-9-20210826-18:26:06-11332,param,,,*.host[*].mobility.initFromDisplayString,false,
General-9-20210826-18:26:06-11332,param,,,*.host[0].mobility.initialX,180000m,
General-9-20210826-18:26:06-11332,param,,,*.host[0].mobility.initialY,0m,
General-9-20210826-18:26:06-11332,param,,,*.host[0].mobility.initialZ,30000m,
General-9-20210826-18:26:06-11332,param,,,*.host[1].mobility.initialX,0m,
General-9-20210826-18:26:06-11332,param,,,*.host[1].mobility.initialY,0m,
General-9-20210826-18:26:06-11332,param,,,*.host[1].mobility.initialZ,30000m,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-9-20210826-18:26:06-11332,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-9-20210826-18:26:06-11332,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-10-20210826-18:26:06-19540,runattr,,,configname,General,
General-10-20210826-18:26:06-19540,runattr,,,datetime,20210826-18:26:06,
General-10-20210826-18:26:06-19540,runattr,,,experiment,General,
General-10-20210826-18:26:06-19540,runattr,,,inifile,omnetpp.ini,
General-10-20210826-18:26:06-19540,runattr,,,iterationvars,$xValues=220000,
General-10-20210826-18:26:06-19540,runattr,,,iterationvarsf,xValues=220000-,
General-10-20210826-18:26:06-19540,runattr,,,measurement,$xValues=220000,
General-10-20210826-18:26:06-19540,runattr,,,network,traceBasedRadioModel,
General-10-20210826-18:26:06-19540,runattr,,,processid,19540,
General-10-20210826-18:26:06-19540,runattr,,,repetition,0,
General-10-20210826-18:26:06-19540,runattr,,,replication,#0,
General-10-20210826-18:26:06-19540,runattr,,,resultdir,results,
General-10-20210826-18:26:06-19540,runattr,,,runnumber,10,
General-10-20210826-18:26:06-19540,runattr,,,seedset,10,
General-10-20210826-18:26:06-19540,itervar,,,xValues,220000,
General-10-20210826-18:26:06-19540,param,,,*.numHosts,2,
General-10-20210826-18:26:06-19540,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-10-20210826-18:26:06-19540,param,,,*.host[*].numApps,1,
General-10-20210826-18:26:06-19540,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-10-20210826-18:26:06-19540,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-10-20210826-18:26:06-19540,param,,,*.host[0].app[0].destPort,5000,
General-10-20210826-18:26:06-19540,param,,,*.host[0].app[0].messageLength,100B,
General-10-20210826-18:26:06-19540,param,,,*.host[0].app[0].sendInterval,1s,
General-10-20210826-18:26:06-19540,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-10-20210826-18:26:06-19540,param,,,*.host[0].app[0].startTime,0s,
General-10-20210826-18:26:06-19540,param,,,*.host[0].app[0].stopTime,10000s,
General-10-20210826-18:26:06-19540,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-10-20210826-18:26:06-19540,param,,,*.host[1].app[0].localPort,5000,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].mac.useAck,false,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-10-20210826-18:26:06-19540,param,,,*.host[*].**.bitrate,10 Mbps,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-10-20210826-18:26:06-19540,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-10-20210826-18:26:06-19540,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-10-20210826-18:26:06-19540,param,,,*.host[*].mobility.initFromDisplayString,false,
General-10-20210826-18:26:06-19540,param,,,*.host[0].mobility.initialX,220000m,
General-10-20210826-18:26:06-19540,param,,,*.host[0].mobility.initialY,0m,
General-10-20210826-18:26:06-19540,param,,,*.host[0].mobility.initialZ,30000m,
General-10-20210826-18:26:06-19540,param,,,*.host[1].mobility.initialX,0m,
General-10-20210826-18:26:06-19540,param,,,*.host[1].mobility.initialY,0m,
General-10-20210826-18:26:06-19540,param,,,*.host[1].mobility.initialZ,30000m,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-10-20210826-18:26:06-19540,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-10-20210826-18:26:06-19540,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-2-20210826-18:26:01-13020,runattr,,,configname,General,
General-2-20210826-18:26:01-13020,runattr,,,datetime,20210826-18:26:01,
General-2-20210826-18:26:01-13020,runattr,,,experiment,General,
General-2-20210826-18:26:01-13020,runattr,,,inifile,omnetpp.ini,
General-2-20210826-18:26:01-13020,runattr,,,iterationvars,$xValues=180000,
General-2-20210826-18:26:01-13020,runattr,,,iterationvarsf,xValues=180000-,
General-2-20210826-18:26:01-13020,runattr,,,measurement,$xValues=180000,
General-2-20210826-18:26:01-13020,runattr,,,network,traceBasedRadioModel,
General-2-20210826-18:26:01-13020,runattr,,,processid,13020,
General-2-20210826-18:26:01-13020,runattr,,,repetition,2,
General-2-20210826-18:26:01-13020,runattr,,,replication,#2,
General-2-20210826-18:26:01-13020,runattr,,,resultdir,results,
General-2-20210826-18:26:01-13020,runattr,,,runnumber,2,
General-2-20210826-18:26:01-13020,runattr,,,seedset,2,
General-2-20210826-18:26:01-13020,itervar,,,xValues,180000,
General-2-20210826-18:26:01-13020,param,,,*.numHosts,2,
General-2-20210826-18:26:01-13020,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-2-20210826-18:26:01-13020,param,,,*.host[*].numApps,1,
General-2-20210826-18:26:01-13020,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-2-20210826-18:26:01-13020,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-2-20210826-18:26:01-13020,param,,,*.host[0].app[0].destPort,5000,
General-2-20210826-18:26:01-13020,param,,,*.host[0].app[0].messageLength,100B,
General-2-20210826-18:26:01-13020,param,,,*.host[0].app[0].sendInterval,1s,
General-2-20210826-18:26:01-13020,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-2-20210826-18:26:01-13020,param,,,*.host[0].app[0].startTime,0s,
General-2-20210826-18:26:01-13020,param,,,*.host[0].app[0].stopTime,10000s,
General-2-20210826-18:26:01-13020,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-2-20210826-18:26:01-13020,param,,,*.host[1].app[0].localPort,5000,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].mac.useAck,false,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-2-20210826-18:26:01-13020,param,,,*.host[*].**.bitrate,10 Mbps,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-2-20210826-18:26:01-13020,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-2-20210826-18:26:01-13020,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-2-20210826-18:26:01-13020,param,,,*.host[*].mobility.initFromDisplayString,false,
General-2-20210826-18:26:01-13020,param,,,*.host[0].mobility.initialX,180000m,
General-2-20210826-18:26:01-13020,param,,,*.host[0].mobility.initialY,0m,
General-2-20210826-18:26:01-13020,param,,,*.host[0].mobility.initialZ,30000m,
General-2-20210826-18:26:01-13020,param,,,*.host[1].mobility.initialX,0m,
General-2-20210826-18:26:01-13020,param,,,*.host[1].mobility.initialY,0m,
General-2-20210826-18:26:01-13020,param,,,*.host[1].mobility.initialZ,30000m,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-2-20210826-18:26:01-13020,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-2-20210826-18:26:01-13020,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-12-20210826-18:26:09-12912,runattr,,,configname,General,
General-12-20210826-18:26:09-12912,runattr,,,datetime,20210826-18:26:09,
General-12-20210826-18:26:09-12912,runattr,,,experiment,General,
General-12-20210826-18:26:09-12912,runattr,,,inifile,omnetpp.ini,
General-12-20210826-18:26:09-12912,runattr,,,iterationvars,$xValues=220000,
General-12-20210826-18:26:09-12912,runattr,,,iterationvarsf,xValues=220000-,
General-12-20210826-18:26:09-12912,runattr,,,measurement,$xValues=220000,
General-12-20210826-18:26:09-12912,runattr,,,network,traceBasedRadioModel,
General-12-20210826-18:26:09-12912,runattr,,,processid,12912,
General-12-20210826-18:26:09-12912,runattr,,,repetition,2,
General-12-20210826-18:26:09-12912,runattr,,,replication,#2,
General-12-20210826-18:26:09-12912,runattr,,,resultdir,results,
General-12-20210826-18:26:09-12912,runattr,,,runnumber,12,
General-12-20210826-18:26:09-12912,runattr,,,seedset,12,
General-12-20210826-18:26:09-12912,itervar,,,xValues,220000,
General-12-20210826-18:26:09-12912,param,,,*.numHosts,2,
General-12-20210826-18:26:09-12912,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-12-20210826-18:26:09-12912,param,,,*.host[*].numApps,1,
General-12-20210826-18:26:09-12912,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-12-20210826-18:26:09-12912,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-12-20210826-18:26:09-12912,param,,,*.host[0].app[0].destPort,5000,
General-12-20210826-18:26:09-12912,param,,,*.host[0].app[0].messageLength,100B,
General-12-20210826-18:26:09-12912,param,,,*.host[0].app[0].sendInterval,1s,
General-12-20210826-18:26:09-12912,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-12-20210826-18:26:09-12912,param,,,*.host[0].app[0].startTime,0s,
General-12-20210826-18:26:09-12912,param,,,*.host[0].app[0].stopTime,10000s,
General-12-20210826-18:26:09-12912,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-12-20210826-18:26:09-12912,param,,,*.host[1].app[0].localPort,5000,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].mac.useAck,false,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-12-20210826-18:26:09-12912,param,,,*.host[*].**.bitrate,10 Mbps,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-12-20210826-18:26:09-12912,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-12-20210826-18:26:09-12912,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-12-20210826-18:26:09-12912,param,,,*.host[*].mobility.initFromDisplayString,false,
General-12-20210826-18:26:09-12912,param,,,*.host[0].mobility.initialX,220000m,
General-12-20210826-18:26:09-12912,param,,,*.host[0].mobility.initialY,0m,
General-12-20210826-18:26:09-12912,param,,,*.host[0].mobility.initialZ,30000m,
General-12-20210826-18:26:09-12912,param,,,*.host[1].mobility.initialX,0m,
General-12-20210826-18:26:09-12912,param,,,*.host[1].mobility.initialY,0m,
General-12-20210826-18:26:09-12912,param,,,*.host[1].mobility.initialZ,30000m,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-12-20210826-18:26:09-12912,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-12-20210826-18:26:09-12912,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-0-20210826-18:26:01-8564,runattr,,,configname,General,
General-0-20210826-18:26:01-8564,runattr,,,datetime,20210826-18:26:01,
General-0-20210826-18:26:01-8564,runattr,,,experiment,General,
General-0-20210826-18:26:01-8564,runattr,,,inifile,omnetpp.ini,
General-0-20210826-18:26:01-8564,runattr,,,iterationvars,$xValues=180000,
General-0-20210826-18:26:01-8564,runattr,,,iterationvarsf,xValues=180000-,
General-0-20210826-18:26:01-8564,runattr,,,measurement,$xValues=180000,
General-0-20210826-18:26:01-8564,runattr,,,network,traceBasedRadioModel,
General-0-20210826-18:26:01-8564,runattr,,,processid,8564,
General-0-20210826-18:26:01-8564,runattr,,,repetition,0,
General-0-20210826-18:26:01-8564,runattr,,,replication,#0,
General-0-20210826-18:26:01-8564,runattr,,,resultdir,results,
General-0-20210826-18:26:01-8564,runattr,,,runnumber,0,
General-0-20210826-18:26:01-8564,runattr,,,seedset,0,
General-0-20210826-18:26:01-8564,itervar,,,xValues,180000,
General-0-20210826-18:26:01-8564,param,,,*.numHosts,2,
General-0-20210826-18:26:01-8564,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-0-20210826-18:26:01-8564,param,,,*.host[*].numApps,1,
General-0-20210826-18:26:01-8564,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-0-20210826-18:26:01-8564,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-0-20210826-18:26:01-8564,param,,,*.host[0].app[0].destPort,5000,
General-0-20210826-18:26:01-8564,param,,,*.host[0].app[0].messageLength,100B,
General-0-20210826-18:26:01-8564,param,,,*.host[0].app[0].sendInterval,1s,
General-0-20210826-18:26:01-8564,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-0-20210826-18:26:01-8564,param,,,*.host[0].app[0].startTime,0s,
General-0-20210826-18:26:01-8564,param,,,*.host[0].app[0].stopTime,10000s,
General-0-20210826-18:26:01-8564,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-0-20210826-18:26:01-8564,param,,,*.host[1].app[0].localPort,5000,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].mac.useAck,false,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-0-20210826-18:26:01-8564,param,,,*.host[*].**.bitrate,10 Mbps,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-0-20210826-18:26:01-8564,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-0-20210826-18:26:01-8564,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-0-20210826-18:26:01-8564,param,,,*.host[*].mobility.initFromDisplayString,false,
General-0-20210826-18:26:01-8564,param,,,*.host[0].mobility.initialX,180000m,
General-0-20210826-18:26:01-8564,param,,,*.host[0].mobility.initialY,0m,
General-0-20210826-18:26:01-8564,param,,,*.host[0].mobility.initialZ,30000m,
