run,type,module,name,attrname,attrvalue,value
General-32-20210826-18:26:23-11300,param,,,*.host[1].mobility.initialY,0m,
General-32-20210826-18:26:23-11300,param,,,*.host[1].mobility.initialZ,30000m,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-32-20210826-18:26:23-11300,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-39-20210826-18:26:26-3340,runattr,,,configname,General,
General-39-20210826-18:26:26-3340,runattr,,,datetime,20210826-18:26:26,
General-39-20210826-18:26:26-3340,runattr,,,experiment,General,
General-39-20210826-18:26:26-3340,runattr,,,inifile,omnetpp.ini,
General-39-20210826-18:26:26-3340,runattr,,,iterationvars,$xValues=370000,
General-39-20210826-18:26:26-3340,runattr,,,iterationvarsf,xValues=370000-,
General-39-20210826-18:26:26-3340,runattr,,,measurement,$xValues=370000,
General-39-20210826-18:26:26-3340,runattr,,,network,traceBasedRadioModel,
General-39-20210826-18:26:26-3340,runattr,,,processid,3340,
General-39-20210826-18:26:26-3340,runattr,,,repetition,9,
General-39-20210826-18:26:26-3340,runattr,,,replication,#9,
General-39-20210826-18:26:26-3340,runattr,,,resultdir,results,
General-39-20210826-18:26:26-3340,runattr,,,runnumber,39,
General-39-20210826-18:26:26-3340,runattr,,,seedset,39,
General-39-20210826-18:26:26-3340,itervar,,,xValues,370000,
General-39-20210826-18:26:26-3340,param,,,*.numHosts,2,
General-39-20210826-18:26:26-3340,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-39-20210826-18:26:26-3340,param,,,*.host[*].numApps,1,
General-39-20210826-18:26:26-3340,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-39-20210826-18:26:26-3340,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-39-20210826-18:26:26-3340,param,,,*.host[0].app[0].destPort,5000,
General-39-20210826-18:26:26-3340,param,,,*.host[0].app[0].messageLength,100B,
General-39-20210826-18:26:26-3340,param,,,*.host[0].app[0].sendInterval,1s,
General-39-20210826-18:26:26-3340,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-39-20210826-18:26:26-3340,param,,,*.host[0].app[0].startTime,0s,
General-39-20210826-18:26:26-3340,param,,,*.host[0].app[0].stopTime,10000s,
General-39-20210826-18:26:26-3340,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-39-20210826-18:26:26-3340,param,,,*.host[1].app[0].localPort,5000,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].mac.useAck,false,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-39-20210826-18:26:26-3340,param,,,*.host[*].**.bitrate,10 Mbps,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-39-20210826-18:26:26-3340,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-39-20210826-18:26:26-3340,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-39-20210826-18:26:26-3340,param,,,*.host[*].mobility.initFromDisplayString,false,
General-39-20210826-18:26:26-3340,param,,,*.host[0].mobility.initialX,370000m,
General-39-20210826-18:26:26-3340,param,,,*.host[0].mobility.initialY,0m,
General-39-20210826-18:26:26-3340,param,,,*.host[0].mobility.initialZ,30000m,
General-39-20210826-18:26:26-3340,param,,,*.host[1].mobility.initialX,0m,
General-39-20210826-18:26:26-3340,param,,,*.host[1].mobility.initialY,0m,
General-39-20210826-18:26:26-3340,param,,,*.host[1].mobility.initialZ,30000m,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-39-20210826-18:26:26-3340,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-39-20210826-18:26:26-3340,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-33-20210826-18:26:23-1692,runattr,,,configname,General,
General-33-20210826-18:26:23-1692,runattr,,,datetime,20210826-18:26:23,
General-33-20210826-18:26:23-1692,runattr,,,experiment,General,
General-33-20210826-18:26:23-1692,runattr,,,inifile,omnetpp.ini,
General-33-20210826-18:26:23-1692,runattr,,,iterationvars,$xValues=370000,
General-33-20210826-18:26:23-1692,runattr,,,iterationvarsf,xValues=370000-,
General-33-20210826-18:26:23-1692,runattr,,,measurement,$xValues=370000,
General-33-20210826-18:26:23-1692,runattr,,,network,traceBasedRadioModel,
General-33-20210826-18:26:23-1692,runattr,,,processid,1692,
General-33-20210826-18:26:23-1692,runattr,,,repetition,3,
General-33-20210826-18:26:23-1692,runattr,,,replication,#3,
General-33-20210826-18:26:23-1692,runattr,,,resultdir,results,
General-33-20210826-18:26:23-1692,runattr,,,runnumber,33,
General-33-20210826-18:26:23-1692,runattr,,,seedset,33,
General-33-20210826-18:26:23-1692,itervar,,,xValues,370000,
General-33-20210826-18:26:23-1692,param,,,*.numHosts,2,
General-33-20210826-18:26:23-1692,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-33-20210826-18:26:23-1692,param,,,*.host[*].numApps,1,
General-33-20210826-18:26:23-1692,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-33-20210826-18:26:23-1692,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-33-20210826-18:26:23-1692,param,,,*.host[0].app[0].destPort,5000,
General-33-20210826-18:26:23-1692,param,,,*.host[0].app[0].messageLength,100B,
General-33-20210826-18:26:23-1692,param,,,*.host[0].app[0].sendInterval,1s,
General-33-20210826-18:26:23-1692,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-33-20210826-18:26:23-1692,param,,,*.host[0].app[0].startTime,0s,
General-33-20210826-18:26:23-1692,param,,,*.host[0].app[0].stopTime,10000s,
General-33-20210826-18:26:23-1692,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-33-20210826-18:26:23-1692,param,,,*.host[1].app[0].localPort,5000,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].mac.useAck,false,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-33-20210826-18:26:23-1692,param,,,*.host[*].**.bitrate,10 Mbps,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-33-20210826-18:26:23-1692,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-33-20210826-18:26:23-1692,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-33-20210826-18:26:23-1692,param,,,*.host[*].mobility.initFromDisplayString,false,
General-33-20210826-18:26:23-1692,param,,,*.host[0].mobility.initialX,370000m,
General-33-20210826-18:26:23-1692,param,,,*.host[0].mobility.initialY,0m,
General-33-20210826-18:26:23-1692,param,,,*.host[0].mobility.initialZ,30000m,
General-33-20210826-18:26:23-1692,param,,,*.host[1].mobility.initialX,0m,
General-33-20210826-18:26:23-1692,param,,,*.host[1].mobility.initialY,0m,
General-33-20210826-18:26:23-1692,param,,,*.host[1].mobility.initialZ,30000m,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-33-20210826-18:26:23-1692,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-33-20210826-18:26:23-1692,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-34-20210826-18:26:23-7700,runattr,,,configname,General,
General-34-20210826-18:26:23-7700,runattr,,,datetime,20210826-18:26:23,
General-34-20210826-18:26:23-7700,runattr,,,experiment,General,
General-34-20210826-18:26:23-7700,runattr,,,inifile,omnetpp.ini,
General-34-20210826-18:26:23-7700,runattr,,,iterationvars,$xValues=370000,
General-34-20210826-18:26:23-7700,runattr,,,iterationvarsf,xValues=370000-,
General-34-20210826-18:26:23-7700,runattr,,,measurement,$xValues=370000,
General-34-20210826-18:26:23-7700,runattr,,,network,traceBasedRadioModel,
General-34-20210826-18:26:23-7700,runattr,,,processid,7700,
General-34-20210826-18:26:23-7700,runattr,,,repetition,4,
General-34-20210826-18:26:23-7700,runattr,,,replication,#4,
General-34-20210826-18:26:23-7700,runattr,,,resultdir,results,
General-34-20210826-18:26:23-7700,runattr,,,runnumber,34,
General-34-20210826-18:26:23-7700,runattr,,,seedset,34,
General-34-20210826-18:26:23-7700,itervar,,,xValues,370000,
General-34-20210826-18:26:23-7700,param,,,*.numHosts,2,
General-34-20210826-18:26:23-7700,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-34-20210826-18:26:23-7700,param,,,*.host[*].numApps,1,
General-34-20210826-18:26:23-7700,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-34-20210826-18:26:23-7700,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-34-20210826-18:26:23-7700,param,,,*.host[0].app[0].destPort,5000,
General-34-20210826-18:26:23-7700,param,,,*.host[0].app[0].messageLength,100B,
General-34-20210826-18:26:23-7700,param,,,*.host[0].app[0].sendInterval,1s,
General-34-20210826-18:26:23-7700,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-34-20210826-18:26:23-7700,param,,,*.host[0].app[0].startTime,0s,
General-34-20210826-18:26:23-7700,param,,,*.host[0].app[0].stopTime,10000s,
General-34-20210826-18:26:23-7700,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-34-20210826-18:26:23-7700,param,,,*.host[1].app[0].localPort,5000,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].mac.useAck,false,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-34-20210826-18:26:23-7700,param,,,*.host[*].**.bitrate,10 Mbps,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-34-20210826-18:26:23-7700,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-34-20210826-18:26:23-7700,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-34-20210826-18:26:23-7700,param,,,*.host[*].mobility.initFromDisplayString,false,
General-34-20210826-18:26:23-7700,param,,,*.host[0].mobility.initialX,370000m,
General-34-20210826-18:26:23-7700,param,,,*.host[0].mobility.initialY,0m,
General-34-20210826-18:26:23-7700,param,,,*.host[0].mobility.initialZ,30000m,
General-34-20210826-18:26:23-7700,param,,,*.host[1].mobility.initialX,0m,
General-34-20210826-18:26:23-7700,param,,,*.host[1].mobility.initialY,0m,
General-34-20210826-18:26:23-7700,param,,,*.host[1].mobility.initialZ,30000m,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-34-20210826-18:26:23-7700,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-34-20210826-18:26:23-7700,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-40-20210826-18:26:29-14848,runattr,,,configname,General,
General-40-20210826-18:26:29-14848,runattr,,,datetime,20210826-18:26:29,
General-40-20210826-18:26:29-14848,runattr,,,experiment,General,
General-40-20210826-18:26:29-14848,runattr,,,inifile,omnetpp.ini,
General-40-20210826-18:26:29-14848,runattr,,,iterationvars,$xValues=420000,
General-40-20210826-18:26:29-14848,runattr,,,iterationvarsf,xValues=420000-,
General-40-20210826-18:26:29-14848,runattr,,,measurement,$xValues=420000,
General-40-20210826-18:26:29-14848,runattr,,,network,traceBasedRadioModel,
General-40-20210826-18:26:29-14848,runattr,,,processid,14848,
General-40-20210826-18:26:29-14848,runattr,,,repetition,0,
General-40-20210826-18:26:29-14848,runattr,,,replication,#0,
General-40-20210826-18:26:29-14848,runattr,,,resultdir,results,
General-40-20210826-18:26:29-14848,runattr,,,runnumber,40,
General-40-20210826-18:26:29-14848,runattr,,,seedset,40,
General-40-20210826-18:26:29-14848,itervar,,,xValues,420000,
General-40-20210826-18:26:29-14848,param,,,*.numHosts,2,
General-40-20210826-18:26:29-14848,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-40-20210826-18:26:29-14848,param,,,*.host[*].numApps,1,
General-40-20210826-18:26:29-14848,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-40-20210826-18:26:29-14848,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-40-20210826-18:26:29-14848,param,,,*.host[0].app[0].destPort,5000,
General-40-20210826-18:26:29-14848,param,,,*.host[0].app[0].messageLength,100B,
General-40-20210826-18:26:29-14848,param,,,*.host[0].app[0].sendInterval,1s,
General-40-20210826-18:26:29-14848,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-40-20210826-18:26:29-14848,param,,,*.host[0].app[0].startTime,0s,
General-40-20210826-18:26:29-14848,param,,,*.host[0].app[0].stopTime,10000s,
General-40-20210826-18:26:29-14848,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-40-20210826-18:26:29-14848,param,,,*.host[1].app[0].localPort,5000,
General-40-20210826-18:26:29-14848,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-40-20210826-18:26:29-14848,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-40-20210826-18:26:29-14848,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-40-20210826-18:26:29-14848,param,,,*.host[*].wlan[0].mac.useAck,false,
General-40-20210826-18:26:29-14848,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-40-20210826-18:26:29-14848,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-40-20210826-18:26:29-14848,param,,,*.host[*].**.bitrate,10 Mbps,
